CHROM	POS	N_ALLELES	N_CHR	p1	p2	pop
chr1	149047	2	24	1	0	ST
chr1	149102	2	24	1	0	ST
chr1	149189	2	26	1	0	ST
chr1	149432	2	24	0.666667	0.333333	ST
chr1	150506	2	24	1	0	ST
chr1	150590	2	26	0.730769	0.269231	ST
chr1	150596	2	26	1	0	ST
chr1	150787	2	22	1	0	ST
chr1	151024	2	26	1	0	ST
chr1	151077	2	24	1	0	ST
chr1	151293	2	24	0.958333	0.0416667	ST
chr1	151339	2	26	0.923077	0.0769231	ST
chr1	151607	2	26	1	0	ST
chr1	151643	2	22	1	0	ST
chr1	151652	2	22	1	0	ST
chr1	151689	2	22	1	0	ST
chr1	151945	2	20	1	0	ST
chr1	152287	2	24	0.916667	0.0833333	ST
chr1	152434	2	22	1	0	ST
chr1	152445	2	22	0.954545	0.0454545	ST
chr1	152450	2	22	1	0	ST
chr1	152454	2	22	0.681818	0.318182	ST
chr1	152455	2	22	0.909091	0.0909091	ST
chr1	153016	2	26	1	0	ST
chr1	153184	2	22	1	0	ST
chr1	153190	2	22	1	0	ST
chr1	153260	2	26	1	0	ST
chr1	153493	2	26	0.923077	0.0769231	ST
chr1	153619	2	20	0.95	0.05	ST
chr1	153643	2	20	0.8	0.2	ST
chr1	153644	2	20	0.8	0.2	ST
chr1	153927	2	24	1	0	ST
chr1	153941	2	24	1	0	ST
chr1	154266	2	26	1	0	ST
chr1	154267	2	26	0.961538	0.0384615	ST
chr1	154280	2	26	1	0	ST
chr1	154436	2	26	0.884615	0.115385	ST
chr1	154757	2	26	1	0	ST
chr1	154781	2	24	0.916667	0.0833333	ST
chr1	154866	2	26	1	0	ST
chr1	154879	2	24	1	0	ST
chr1	155098	2	24	1	0	ST
chr1	155441	2	26	1	0	ST
chr1	155554	2	26	1	0	ST
chr1	155600	2	22	0.954545	0.0454545	ST
chr1	155601	2	22	0.818182	0.181818	ST
chr1	155610	2	22	0.727273	0.272727	ST
chr1	155622	2	22	1	0	ST
chr1	155781	2	26	1	0	ST
chr1	155865	2	24	1	0	ST
chr2	119	2	24	1	0	ST
chr2	489	2	24	1	0	ST
chr2	573	2	24	1	0	ST
chr2	837	2	26	1	0	ST
chr2	917	2	20	0.7	0.3	ST
chr2	919	2	20	1	0	ST
chr2	931	2	20	0.85	0.15	ST
chr2	1280	2	24	1	0	ST
chr2	1515	2	26	1	0	ST
chr2	1557	2	24	1	0	ST
chr2	1781	2	26	1	0	ST
chr2	1906	2	24	1	0	ST
chr2	2370	2	24	1	0	ST
chr2	2541	2	26	1	0	ST
chr2	2572	2	26	1	0	ST
chr2	2587	2	26	0	1	ST
chr2	2588	2	26	0	1	ST
chr2	3014	2	26	0.961538	0.0384615	ST
chr2	3101	2	24	0.875	0.125	ST
chr2	3104	2	24	0.916667	0.0833333	ST
chr2	3114	2	24	1	0	ST
chr2	3123	2	24	0.875	0.125	ST
chr2	3127	2	24	0.958333	0.0416667	ST
chr2	3128	2	24	0.833333	0.166667	ST
chr2	3221	2	24	1	0	ST
chr2	3252	2	24	1	0	ST
chr2	3301	2	26	1	0	ST
chr2	3309	2	26	1	0	ST
chr2	3629	2	26	0.884615	0.115385	ST
chr2	3791	2	24	1	0	ST
chr2	3799	2	24	1	0	ST
chr2	3822	2	26	1	0	ST
chr2	3896	2	26	1	0	ST
chr2	4002	2	26	1	0	ST
chr2	4278	2	24	1	0	ST
chr2	4279	2	24	1	0	ST
chr2	4281	2	24	0.708333	0.291667	ST
chr2	4315	2	24	0.458333	0.541667	ST
chr2	4435	2	26	1	0	ST
chr2	4436	2	26	1	0	ST
chr2	4440	2	26	1	0	ST
chr2	4444	2	26	1	0	ST
chr2	4688	2	26	1	0	ST
chr2	4820	2	24	1	0	ST
chr2	5517	2	26	1	0	ST
chr2	5549	2	24	0.958333	0.0416667	ST
chr2	6008	2	26	1	0	ST
chr2	6259	2	24	1	0	ST
chr2	6456	2	24	0.958333	0.0416667	ST
chr2	6614	2	24	1	0	ST
chr2	6896	2	24	1	0	ST
chr2	7220	2	26	1	0	ST
chr2	7304	2	24	0.833333	0.166667	ST
chr2	7707	2	26	1	0	ST
chr2	7829	2	24	1	0	ST
chr2	8030	2	24	1	0	ST
chr2	8183	2	26	1	0	ST
chr2	8184	2	26	0.961538	0.0384615	ST
chr2	8241	2	22	1	0	ST
chr2	8417	2	22	1	0	ST
chr2	8935	2	26	1	0	ST
chr2	8953	2	26	0.884615	0.115385	ST
chr2	9074	2	26	0.923077	0.0769231	ST
chr2	9186	2	24	0.875	0.125	ST
chr2	9376	2	26	1	0	ST
chr2	9407	2	26	0.923077	0.0769231	ST
chr2	9427	2	26	1	0	ST
chr2	9544	2	26	1	0	ST
chr2	9796	2	24	0.916667	0.0833333	ST
chr2	10775	2	26	1	0	ST
chr2	10920	2	20	0.9	0.1	ST
chr2	11063	2	22	0.181818	0.818182	ST
chr2	11081	2	22	0.954545	0.0454545	ST
chr2	11284	2	26	0.961538	0.0384615	ST
chr2	11311	2	26	1	0	ST
chr2	11321	2	26	1	0	ST
chr2	11335	2	26	1	0	ST
chr2	11458	2	26	1	0	ST
chr2	11826	2	22	1	0	ST
chr2	11872	2	24	1	0	ST
chr2	12043	2	22	1	0	ST
chr2	12094	2	24	1	0	ST
chr2	12121	2	24	1	0	ST
chr2	12177	2	26	1	0	ST
chr2	12268	2	24	0.875	0.125	ST
chr2	12283	2	24	1	0	ST
chr2	12395	2	26	0.961538	0.0384615	ST
chr2	12486	2	26	1	0	ST
chr2	12488	2	26	1	0	ST
chr2	12797	2	22	0.909091	0.0909091	ST
chr2	12799	2	22	0.909091	0.0909091	ST
chr2	12801	2	22	0.954545	0.0454545	ST
chr2	12805	2	22	0.954545	0.0454545	ST
chr2	12872	2	24	1	0	ST
chr2	12928	2	24	0.5	0.5	ST
chr2	12966	2	24	1	0	ST
chr2	13078	2	18	1	0	ST
chr2	13130	2	24	1	0	ST
chr2	13148	2	24	1	0	ST
chr2	13526	2	24	1	0	ST
chr2	13675	2	26	1	0	ST
chr2	13699	2	26	1	0	ST
chr2	13781	2	26	1	0	ST
chr2	14023	2	26	1	0	ST
chr2	14325	2	26	1	0	ST
chr2	14467	2	26	1	0	ST
chr2	14504	2	24	0.958333	0.0416667	ST
chr2	14722	2	24	1	0	ST
chr2	14840	2	24	0.958333	0.0416667	ST
chr2	14842	2	24	0.958333	0.0416667	ST
chr2	15253	2	24	0.5	0.5	ST
chr2	15255	2	24	0.5	0.5	ST
chr2	15285	2	24	1	0	ST
chr2	15297	2	24	1	0	ST
chr2	15742	2	24	1	0	ST
chr2	15785	2	26	1	0	ST
chr2	15866	2	24	1	0	ST
chr2	16029	2	22	1	0	ST
chr2	16244	2	22	0.909091	0.0909091	ST
chr2	16279	2	22	1	0	ST
chr2	16329	2	26	1	0	ST
chr2	16731	2	26	0.923077	0.0769231	ST
chr2	17203	2	26	1	0	ST
chr2	17428	2	22	0.954545	0.0454545	ST
chr2	17671	2	26	1	0	ST
chr2	17991	2	24	1	0	ST
chr2	18215	2	24	1	0	ST
chr2	18450	2	26	1	0	ST
chr2	18911	2	24	1	0	ST
chr2	18929	2	24	1	0	ST
chr2	18931	2	24	1	0	ST
chr2	19019	2	24	1	0	ST
chr2	19036	2	24	1	0	ST
chr2	19389	2	26	1	0	ST
chr2	19421	2	24	1	0	ST
chr2	19646	2	24	1	0	ST
chr2	19987	2	24	1	0	ST
chr2	20117	2	24	1	0	ST
chr2	20213	2	20	1	0	ST
chr2	20279	2	26	1	0	ST
chr2	20284	2	26	1	0	ST
chr2	20315	2	24	0.958333	0.0416667	ST
chr2	20935	2	24	1	0	ST
chr2	20947	2	24	0.625	0.375	ST
chr2	21242	2	26	0.961538	0.0384615	ST
chr2	21323	2	24	1	0	ST
chr2	21498	2	16	1	0	ST
chr2	21503	2	16	1	0	ST
chr2	21504	2	16	0.625	0.375	ST
chr2	21517	2	16	1	0	ST
chr2	21525	2	16	1	0	ST
chr2	21789	2	24	1	0	ST
chr2	21916	2	24	1	0	ST
chr2	22124	2	22	1	0	ST
chr2	22814	2	24	0.958333	0.0416667	ST
chr2	22859	2	22	1	0	ST
chr2	22996	2	20	0.9	0.1	ST
chr2	23154	2	24	1	0	ST
chr2	23338	2	24	0.875	0.125	ST
chr2	23411	2	24	1	0	ST
chr2	23647	2	22	1	0	ST
chr2	23706	2	26	0.538462	0.461538	ST
chr2	24018	2	24	1	0	ST
chr2	24411	2	26	0.115385	0.884615	ST
chr2	24424	2	26	1	0	ST
chr2	24692	2	26	0.961538	0.0384615	ST
chr2	24761	2	26	0.730769	0.269231	ST
chr2	24771	2	24	1	0	ST
chr2	24776	2	24	1	0	ST
chr2	25154	2	26	1	0	ST
chr2	25384	2	24	0.625	0.375	ST
chr2	25409	2	24	1	0	ST
chr2	25639	2	26	1	0	ST
chr2	25695	2	24	0.791667	0.208333	ST
chr2	26096	2	26	1	0	ST
chr2	26156	2	24	1	0	ST
chr2	27018	2	24	1	0	ST
chr2	27385	2	22	1	0	ST
chr2	27390	2	22	1	0	ST
chr2	27606	2	24	0.916667	0.0833333	ST
chr2	27715	2	22	1	0	ST
chr2	27728	2	26	1	0	ST
chr2	27833	2	26	1	0	ST
chr2	27880	2	26	1	0	ST
chr2	27894	2	26	1	0	ST
chr2	28276	2	26	0.961538	0.0384615	ST
chr2	28286	2	26	0.961538	0.0384615	ST
chr2	28480	2	26	0.692308	0.307692	ST
chr2	28483	2	26	0.269231	0.730769	ST
chr2	28863	2	22	1	0	ST
chr2	29204	2	26	0.538462	0.461538	ST
chr2	29634	2	24	1	0	ST
chr2	29660	2	24	1	0	ST
chr2	30006	2	26	1	0	ST
chr2	30008	2	26	1	0	ST
chr2	30198	2	24	1	0	ST
chr2	30266	2	26	0.692308	0.307692	ST
chr2	30320	2	22	1	0	ST
chr2	30729	2	26	0.961538	0.0384615	ST
chr2	30770	2	24	1	0	ST
chr2	30779	2	24	1	0	ST
chr2	30822	2	26	0.961538	0.0384615	ST
chr2	30913	2	26	0.961538	0.0384615	ST
chr2	31110	2	26	0.961538	0.0384615	ST
chr2	31111	2	26	0.961538	0.0384615	ST
chr2	31115	2	26	1	0	ST
chr2	31241	2	24	1	0	ST
chr2	31458	2	24	1	0	ST
chr2	31530	2	24	1	0	ST
chr2	31569	2	20	1	0	ST
chr2	31583	2	22	1	0	ST
chr2	31988	2	24	1	0	ST
chr2	32046	2	20	1	0	ST
chr2	32072	2	20	0.95	0.05	ST
chr2	32180	2	24	1	0	ST
chr2	32225	2	26	0.115385	0.884615	ST
chr2	32241	2	26	1	0	ST
chr2	32599	2	26	0.961538	0.0384615	ST
chr2	32632	2	24	1	0	ST
chr2	33197	2	26	0.923077	0.0769231	ST
chr2	33237	2	26	0.115385	0.884615	ST
chr2	33361	2	24	0.958333	0.0416667	ST
chr2	33363	2	24	1	0	ST
chr2	33520	2	26	0.961538	0.0384615	ST
chr2	33774	2	26	0.884615	0.115385	ST
chr2	33789	2	26	0.923077	0.0769231	ST
chr2	33796	2	26	1	0	ST
chr2	33799	2	26	0.961538	0.0384615	ST
chr2	34010	2	20	1	0	ST
chr2	34298	2	26	1	0	ST
chr2	34423	2	26	1	0	ST
chr2	34460	2	26	0.961538	0.0384615	ST
chr2	34464	2	26	1	0	ST
chr2	34556	2	26	1	0	ST
chr2	34781	2	24	1	0	ST
chr2	34792	2	24	1	0	ST
chr2	34838	2	26	1	0	ST
chr2	35019	2	24	0.958333	0.0416667	ST
chr2	35060	2	26	1	0	ST
chr2	35254	2	24	1	0	ST
chr2	35559	2	22	0.954545	0.0454545	ST
chr2	35667	2	26	1	0	ST
chr2	35722	2	26	1	0	ST
chr2	35868	2	24	1	0	ST
chr2	35889	2	24	1	0	ST
chr2	36366	2	24	1	0	ST
chr2	36501	2	22	1	0	ST
chr2	36536	2	24	1	0	ST
chr2	36537	2	24	1	0	ST
chr2	36586	2	22	1	0	ST
chr2	36727	2	26	1	0	ST
chr2	36933	2	26	1	0	ST
chr2	37016	2	24	1	0	ST
chr2	37737	2	18	0.944444	0.0555556	ST
chr2	37738	2	18	1	0	ST
chr2	38215	2	24	1	0	ST
chr2	38265	2	26	1	0	ST
chr2	38275	2	24	0.958333	0.0416667	ST
chr2	38480	2	24	1	0	ST
chr2	38502	2	24	1	0	ST
chr2	38781	2	26	1	0	ST
chr2	38784	2	26	1	0	ST
chr2	38850	2	24	1	0	ST
chr2	38899	2	26	1	0	ST
chr2	38900	2	26	1	0	ST
chr2	38908	2	26	1	0	ST
chr2	38911	2	26	1	0	ST
chr2	39212	2	24	1	0	ST
chr2	39256	2	24	0.958333	0.0416667	ST
chr2	39340	2	26	1	0	ST
chr2	39476	2	26	0.115385	0.884615	ST
chr2	39655	2	26	1	0	ST
chr2	39819	2	26	1	0	ST
chr2	39857	2	26	0.961538	0.0384615	ST
chr2	40171	2	26	0.961538	0.0384615	ST
chr2	40872	2	26	1	0	ST
chr2	40966	2	26	1	0	ST
chr2	41031	2	22	1	0	ST
chr2	41466	2	22	0.954545	0.0454545	ST
chr2	41554	2	22	1	0	ST
chr2	41628	2	24	1	0	ST
chr2	41894	2	26	0.961538	0.0384615	ST
chr2	41946	2	24	1	0	ST
chr2	42020	2	22	1	0	ST
chr2	42196	2	24	0.958333	0.0416667	ST
chr2	42273	2	24	1	0	ST
chr2	42519	2	24	1	0	ST
chr2	42524	2	24	1	0	ST
chr2	42708	2	26	1	0	ST
chr2	42739	2	26	1	0	ST
chr2	42811	2	24	1	0	ST
chr2	42813	2	24	1	0	ST
chr2	43050	2	24	1	0	ST
chr2	43119	2	26	0.769231	0.230769	ST
chr2	43120	2	26	1	0	ST
chr2	43261	2	26	1	0	ST
chr2	43407	2	26	1	0	ST
chr2	43442	2	26	1	0	ST
chr2	43730	2	24	0.0416667	0.958333	ST
chr2	43964	2	22	1	0	ST
chr2	44004	2	26	1	0	ST
chr2	44045	2	24	1	0	ST
chr2	44327	2	26	0.961538	0.0384615	ST
chr2	44364	2	24	1	0	ST
chr2	44632	2	26	0.961538	0.0384615	ST
chr2	44651	2	22	0.954545	0.0454545	ST
chr2	44919	2	24	0.583333	0.416667	ST
chr2	45111	2	26	1	0	ST
chr2	45205	2	24	0.958333	0.0416667	ST
chr2	45211	2	24	0.541667	0.458333	ST
chr2	45291	2	24	1	0	ST
chr2	45619	2	20	1	0	ST
chr2	46027	2	26	1	0	ST
chr2	46157	2	24	0.0833333	0.916667	ST
chr2	46524	2	26	1	0	ST
chr2	46552	2	24	0.958333	0.0416667	ST
chr2	46698	2	20	1	0	ST
chr2	47082	2	26	1	0	ST
chr2	47118	2	24	1	0	ST
chr2	47708	2	22	1	0	ST
chr2	47718	2	22	1	0	ST
chr2	47994	2	24	1	0	ST
chr2	48090	2	22	1	0	ST
chr2	48176	2	24	1	0	ST
chr2	48235	2	22	1	0	ST
chr2	48589	2	24	1	0	ST
chr2	48617	2	22	1	0	ST
chr2	49396	2	26	0	1	ST
chr2	49457	2	26	0.961538	0.0384615	ST
chr2	49463	2	26	1	0	ST
chr2	49869	2	24	1	0	ST
chr2	49872	2	24	0.958333	0.0416667	ST
chr2	49876	2	24	0.916667	0.0833333	ST
chr2	49878	2	24	1	0	ST
chr2	49891	2	24	0.958333	0.0416667	ST
chr2	49928	2	26	1	0	ST
chr2	50035	2	26	1	0	ST
chr2	50288	2	26	0.961538	0.0384615	ST
chr2	50501	2	24	1	0	ST
chr2	50800	2	22	1	0	ST
chr2	51104	2	20	1	0	ST
chr2	51112	2	20	0.8	0.2	ST
chr2	51668	2	22	0.954545	0.0454545	ST
chr2	51678	2	22	0.5	0.5	ST
chr2	51729	2	24	1	0	ST
chr2	52190	2	24	1	0	ST
chr2	52206	2	26	1	0	ST
chr2	52460	2	24	1	0	ST
chr2	52571	2	22	1	0	ST
chr2	52644	2	24	0.958333	0.0416667	ST
chr2	52694	2	24	0.125	0.875	ST
chr2	53337	2	24	1	0	ST
chr2	54711	2	26	1	0	ST
chr2	54868	2	24	1	0	ST
chr2	54990	2	24	1	0	ST
chr2	55041	2	24	1	0	ST
chr2	55073	2	26	0.0384615	0.961538	ST
chr2	55088	2	26	1	0	ST
chr2	55759	2	22	1	0	ST
chr2	55902	2	22	1	0	ST
chr2	56142	2	24	0.125	0.875	ST
chr2	56179	2	26	1	0	ST
chr2	56372	2	24	1	0	ST
chr2	56706	2	24	1	0	ST
chr2	56814	2	26	1	0	ST
chr2	56833	2	26	1	0	ST
chr2	56891	2	26	1	0	ST
chr2	56925	2	26	0.884615	0.115385	ST
chr2	56979	2	26	1	0	ST
chr2	57161	2	24	1	0	ST
chr2	57214	2	22	0.954545	0.0454545	ST
chr2	57405	2	24	1	0	ST
chr2	57891	2	26	0.961538	0.0384615	ST
chr2	58565	2	26	1	0	ST
chr2	58865	2	26	1	0	ST
chr2	58940	2	18	1	0	ST
chr2	59085	2	24	1	0	ST
chr2	59253	2	26	1	0	ST
chr2	59304	2	22	0.954545	0.0454545	ST
chr2	59345	2	24	1	0	ST
chr2	59591	2	24	1	0	ST
chr2	59646	2	24	1	0	ST
chr2	59698	2	24	1	0	ST
chr2	59699	2	24	0.875	0.125	ST
chr2	59834	2	24	1	0	ST
chr2	60209	2	24	1	0	ST
chr2	60270	2	26	1	0	ST
chr2	60346	2	24	0.791667	0.208333	ST
chr2	60412	2	26	0.961538	0.0384615	ST
chr2	60519	2	22	1	0	ST
chr2	60729	2	24	1	0	ST
chr2	60943	2	26	0.0769231	0.923077	ST
chr2	61202	2	24	0.833333	0.166667	ST
chr2	61234	2	24	0.875	0.125	ST
chr2	61362	2	26	0.961538	0.0384615	ST
chr2	61828	2	22	1	0	ST
chr2	62210	2	22	1	0	ST
chr2	62237	2	22	1	0	ST
chr2	62633	2	20	1	0	ST
chr2	62693	2	26	1	0	ST
chr2	63143	2	24	0.958333	0.0416667	ST
chr2	63259	2	24	1	0	ST
chr2	63403	2	26	1	0	ST
chr2	63417	2	26	0.961538	0.0384615	ST
chr2	63421	2	26	1	0	ST
chr2	63676	2	22	0.0909091	0.909091	ST
chr2	63777	2	24	0.958333	0.0416667	ST
chr2	64036	2	26	0.923077	0.0769231	ST
chr2	64038	2	26	0.961538	0.0384615	ST
chr2	64236	2	24	1	0	ST
chr2	64250	2	24	1	0	ST
chr2	64271	2	24	1	0	ST
chr2	64338	2	22	0.681818	0.318182	ST
chr2	64341	2	22	0.954545	0.0454545	ST
chr2	64350	2	22	0.909091	0.0909091	ST
chr2	64362	2	22	1	0	ST
chr2	64503	2	26	1	0	ST
chr2	64766	2	26	0.961538	0.0384615	ST
chr2	64955	2	26	1	0	ST
chr2	64992	2	26	0.0384615	0.961538	ST
chr2	65080	2	26	1	0	ST
chr2	65178	2	24	1	0	ST
chr2	65180	2	24	0.958333	0.0416667	ST
chr2	65203	2	26	1	0	ST
chr2	65253	2	26	0.884615	0.115385	ST
chr2	65264	2	26	0.961538	0.0384615	ST
chr2	65359	2	24	0.916667	0.0833333	ST
chr2	65459	2	20	1	0	ST
chr2	65551	2	24	0.958333	0.0416667	ST
chr2	65575	2	26	0.961538	0.0384615	ST
chr2	65657	2	26	1	0	ST
chr2	66123	2	24	1	0	ST
chr2	66378	2	22	1	0	ST
chr2	66414	2	24	1	0	ST
chr2	66535	2	26	0.961538	0.0384615	ST
chr2	66958	2	24	1	0	ST
chr2	67040	2	26	1	0	ST
chr2	67161	2	24	0.791667	0.208333	ST
chr2	67274	2	24	1	0	ST
chr2	67278	2	24	1	0	ST
chr2	67346	2	24	1	0	ST
chr2	67562	2	22	1	0	ST
chr2	67673	2	26	0.461538	0.538462	ST
chr2	67845	2	22	1	0	ST
chr2	67881	2	24	1	0	ST
chr2	68246	2	26	1	0	ST
chr2	68248	2	26	1	0	ST
chr2	68814	2	26	0.461538	0.538462	ST
chr2	68872	2	24	0.916667	0.0833333	ST
chr2	69217	2	24	1	0	ST
chr2	69440	2	24	1	0	ST
chr2	69512	2	22	1	0	ST
chr2	69801	2	26	1	0	ST
chr2	69978	2	24	1	0	ST
chr2	70027	2	24	1	0	ST
chr2	70256	2	26	1	0	ST
chr2	70459	2	26	1	0	ST
chr2	70714	2	26	1	0	ST
chr2	70747	2	24	1	0	ST
chr2	71082	2	22	1	0	ST
chr2	71260	2	24	1	0	ST
chr2	71377	2	24	1	0	ST
chr2	71717	2	24	1	0	ST
chr2	71719	2	24	1	0	ST
chr2	71730	2	24	0.875	0.125	ST
chr2	71740	2	24	0.958333	0.0416667	ST
chr2	72016	2	26	1	0	ST
chr2	72344	2	26	0	1	ST
chr2	72494	2	26	0	1	ST
chr2	72739	2	18	0.277778	0.722222	ST
chr2	72932	2	24	1	0	ST
chr2	73038	2	20	1	0	ST
chr2	73495	2	26	0.961538	0.0384615	ST
chr2	73830	2	26	1	0	ST
chr2	74008	2	26	1	0	ST
chr2	74009	2	26	1	0	ST
chr2	74151	2	20	1	0	ST
chr2	74529	2	22	1	0	ST
chr2	74635	2	26	1	0	ST
chr2	74709	2	26	1	0	ST
chr2	74718	2	26	0.0769231	0.923077	ST
chr2	74962	2	22	1	0	ST
chr2	74993	2	24	1	0	ST
chr2	75029	2	20	1	0	ST
chr2	75085	2	26	1	0	ST
chr2	75330	2	26	0	1	ST
chr2	75403	2	24	0.0416667	0.958333	ST
chr2	75680	2	22	1	0	ST
chr2	76030	2	24	0.958333	0.0416667	ST
chr2	76291	2	24	0.958333	0.0416667	ST
chr2	76637	2	24	1	0	ST
chr2	77407	2	26	1	0	ST
chr2	77610	2	20	1	0	ST
chr2	77803	2	26	0	1	ST
chr2	77951	2	24	1	0	ST
chr2	77981	2	26	1	0	ST
chr2	78006	2	26	1	0	ST
chr2	78076	2	26	0.115385	0.884615	ST
chr2	78105	2	26	1	0	ST
chr2	78353	2	26	1	0	ST
chr2	78435	2	26	1	0	ST
chr2	78615	2	24	1	0	ST
chr2	79280	2	18	0.555556	0.444444	ST
chr2	79496	2	26	0.0384615	0.961538	ST
chr2	79644	2	26	1	0	ST
chr2	80154	2	24	1	0	ST
chr2	80189	2	22	1	0	ST
chr2	80285	2	18	1	0	ST
chr2	80580	2	22	1	0	ST
chr2	80738	2	24	0.125	0.875	ST
chr2	80899	2	24	1	0	ST
chr2	80937	2	24	1	0	ST
chr2	81174	2	24	1	0	ST
chr2	81199	2	18	0.222222	0.777778	ST
chr2	81367	2	18	0.944444	0.0555556	ST
chr2	81369	2	18	0.888889	0.111111	ST
chr2	81372	2	18	0.888889	0.111111	ST
chr2	81470	2	24	1	0	ST
chr2	81516	2	26	0.961538	0.0384615	ST
chr2	81551	2	22	1	0	ST
chr2	81602	2	22	1	0	ST
chr2	81640	2	24	1	0	ST
chr2	82005	2	26	0	1	ST
chr2	82517	2	24	1	0	ST
chr2	82611	2	26	1	0	ST
chr2	82639	2	26	1	0	ST
chr2	82950	2	22	1	0	ST
chr2	83532	2	24	0.958333	0.0416667	ST
chr2	83690	2	22	1	0	ST
chr2	83733	2	24	1	0	ST
chr2	83757	2	22	1	0	ST
chr2	83849	2	22	0.954545	0.0454545	ST
chr2	84034	2	24	0.958333	0.0416667	ST
chr2	84068	2	24	1	0	ST
chr2	84210	2	22	1	0	ST
chr2	84619	2	26	0.961538	0.0384615	ST
chr2	84662	2	26	1	0	ST
chr2	85135	2	24	1	0	ST
chr2	85686	2	24	1	0	ST
chr2	86405	2	26	1	0	ST
chr2	86407	2	26	1	0	ST
chr2	86565	2	24	1	0	ST
chr2	86684	2	24	0.958333	0.0416667	ST
chr2	86843	2	24	1	0	ST
chr2	86853	2	24	1	0	ST
chr2	87093	2	24	1	0	ST
chr2	87101	2	24	0.958333	0.0416667	ST
chr2	87110	2	24	1	0	ST
chr2	87212	2	26	1	0	ST
chr2	87317	2	22	1	0	ST
chr2	87414	2	24	1	0	ST
chr2	87533	2	22	1	0	ST
chr2	87677	2	24	1	0	ST
chr2	87685	2	24	1	0	ST
chr2	87868	2	22	1	0	ST
chr2	87887	2	20	1	0	ST
chr2	88410	2	24	0.958333	0.0416667	ST
chr2	88493	2	22	1	0	ST
chr2	88526	2	22	0.863636	0.136364	ST
chr2	88665	2	26	1	0	ST
chr2	88804	2	24	1	0	ST
chr2	88881	2	24	1	0	ST
chr2	88981	2	24	0.916667	0.0833333	ST
chr2	89098	2	24	0.708333	0.291667	ST
chr2	89141	2	22	1	0	ST
chr2	89342	2	20	1	0	ST
chr2	89380	2	26	1	0	ST
chr2	89512	2	24	1	0	ST
chr2	89657	2	26	1	0	ST
chr2	89705	2	24	1	0	ST
chr2	89848	2	26	1	0	ST
chr2	89877	2	26	1	0	ST
chr2	90296	2	26	1	0	ST
chr2	90371	2	24	1	0	ST
chr2	90387	2	24	1	0	ST
chr2	90439	2	26	0.961538	0.0384615	ST
chr2	90512	2	26	1	0	ST
chr2	91395	2	26	1	0	ST
chr2	91731	2	26	1	0	ST
chr2	91735	2	26	0.961538	0.0384615	ST
chr2	91760	2	24	0.916667	0.0833333	ST
chr2	91962	2	26	1	0	ST
chr2	92047	2	24	1	0	ST
chr2	92071	2	24	1	0	ST
chr2	92208	2	24	1	0	ST
chr2	92347	2	22	1	0	ST
chr2	92366	2	22	1	0	ST
chr2	92370	2	22	1	0	ST
chr2	92558	2	26	0.961538	0.0384615	ST
chr2	92817	2	26	0.692308	0.307692	ST
chr2	92925	2	24	1	0	ST
chr2	92948	2	24	1	0	ST
chr2	93064	2	26	1	0	ST
chr2	93140	2	22	0.681818	0.318182	ST
chr2	93261	2	20	0.95	0.05	ST
chr2	93547	2	24	0.708333	0.291667	ST
chr2	93555	2	24	0.958333	0.0416667	ST
chr2	93784	2	22	1	0	ST
chr2	93918	2	26	1	0	ST
chr2	94149	2	26	1	0	ST
chr2	94181	2	24	0.958333	0.0416667	ST
chr2	94348	2	24	1	0	ST
chr2	94421	2	24	1	0	ST
chr2	94531	2	26	1	0	ST
chr2	94614	2	26	0.961538	0.0384615	ST
chr2	94849	2	26	1	0	ST
chr2	95016	2	24	0.666667	0.333333	ST
chr2	95118	2	20	1	0	ST
chr2	95516	2	24	1	0	ST
chr2	95648	2	24	1	0	ST
chr2	95840	2	26	1	0	ST
chr2	95949	2	14	0.857143	0.142857	ST
chr2	96124	2	26	1	0	ST
chr2	96138	2	26	1	0	ST
chr2	96150	2	26	1	0	ST
chr2	96380	2	26	1	0	ST
chr2	96392	2	26	1	0	ST
chr2	96414	2	24	1	0	ST
chr2	96469	2	24	1	0	ST
chr2	96643	2	22	0.954545	0.0454545	ST
chr2	96764	2	22	1	0	ST
chr2	97051	2	22	1	0	ST
chr2	97169	2	26	1	0	ST
chr2	97210	2	24	1	0	ST
chr2	97328	2	26	1	0	ST
chr2	97519	2	26	1	0	ST
chr2	97695	2	26	0.961538	0.0384615	ST
chr2	98082	2	26	0.538462	0.461538	ST
chr2	98538	2	26	0.846154	0.153846	ST
chr2	98629	2	24	1	0	ST
chr2	98932	2	24	1	0	ST
chr2	99002	2	20	1	0	ST
chr2	99012	2	20	1	0	ST
chr2	99031	2	20	1	0	ST
chr2	99048	2	26	1	0	ST
chr2	99332	2	26	1	0	ST
chr2	99440	2	24	1	0	ST
chr2	99839	2	24	0.833333	0.166667	ST
chr2	99847	2	24	1	0	ST
chr2	100018	2	26	0.923077	0.0769231	ST
chr2	100020	2	26	0.923077	0.0769231	ST
chr2	100192	2	24	1	0	ST
chr2	101093	2	24	0.958333	0.0416667	ST
chr2	101286	2	20	1	0	ST
chr2	101307	2	22	0.954545	0.0454545	ST
chr2	101387	2	18	0.944444	0.0555556	ST
chr2	102163	2	20	1	0	ST
chr2	102229	2	20	1	0	ST
chr2	102466	2	24	1	0	ST
chr2	102608	2	22	0.772727	0.227273	ST
chr2	102653	2	22	1	0	ST
chr2	103021	2	22	1	0	ST
